region,tile,sample_id,image_id,camera_id,face_id,crop_x,crop_y,crop_w,crop_h,radius_px,return_range_median_m,returns_in_strict_band_of_window_nearest_frac,windows_r1_loose_violation_frac,has_roi,pixels,rgb_valid_px,lidar_return_px,current_support_px,strict_support_px,rejected_px,current_support_frac_all,current_support_frac_rgb,strict_support_frac_all,strict_support_frac_rgb,rejected_frac_of_current,loose_violation_frac_of_current,rejected_discontinuity_px,rejected_discontinuity_frac_of_current,rejected_interior_band_px,rejected_interior_band_frac_of_current,rejected_edge_erosion_px,rejected_edge_erosion_frac_of_current,roi_pixels,roi_rgb_valid_px,roi_lidar_return_px,roi_current_support_px,roi_strict_support_px,roi_rejected_px,roi_current_support_frac_all,roi_current_support_frac_rgb,roi_strict_support_frac_all,roi_strict_support_frac_rgb,roi_rejected_frac_of_current,roi_loose_violation_frac_of_current,roi_rejected_discontinuity_px,roi_rejected_discontinuity_frac_of_current,roi_rejected_interior_band_px,roi_rejected_interior_band_frac_of_current,roi_rejected_edge_erosion_px,roi_rejected_edge_erosion_frac_of_current
indoor_door_leaf_Tile_1,Tile_1,img_1a38b2127348ddbd3e540b2f::pitch_up_56,img_1a38b2127348ddbd3e540b2f,right,pitch_up_56,0,128,2560,1328,6,22.51767349243164,0.5430795008598263,0.024623826677982522,False,3399680,3334025,136074,2446241,589987,1856254,0.7195503694465362,0.733720053088984,0.17354192159262047,0.17695938092845734,0.7588189389352888,0.4893736962139053,1197126,0.4893736962139053,328447,0.134266002409411,330681,0.13517924031197254,,,,,,,,,,,,,,,,,,
indoor_door_leaf_Tile_1,Tile_1,img_1a38b2127348ddbd3e540b2f::yaw_minus_35,img_1a38b2127348ddbd3e540b2f,right,yaw_minus_35,475,500,981,985,6,6.462996482849121,0.49417152122995617,0.36662670438404155,True,966285,954465,333020,954465,64523,889942,0.9877675840978594,1.0,0.06677429536834371,0.0676012216267752,0.9323987783732248,0.7418009041714468,708023,0.7418009041714468,143859,0.15072213229400763,38060,0.03987574190777032,82626,82626,30355,82626,1757,80869,1.0,1.0,0.02126449301672597,0.02126449301672597,0.978735506983274,0.5426863214968654,44840,0.5426863214968654,28417,0.34392322029385425,7612,0.09212596519255441
indoor_door_leaf_Tile_1,Tile_1,img_1a38b2127348ddbd3e540b2f::yaw_plus_35,img_1a38b2127348ddbd3e540b2f,right,yaw_plus_35,0,7,751,1506,6,13.074874877929688,0.5256403516841677,0.15610415311610043,False,1131006,1097034,152182,951331,129543,821788,0.8411370054623937,0.8671846086812259,0.11453785391058934,0.11808476309758859,0.8638297290848296,0.5794828508689405,551280,0.5794828508689405,164964,0.17340336854365096,105544,0.11094350967223816,,,,,,,,,,,,,,,,,,
indoor_door_leaf_Tile_1,Tile_1,img_1fb3a72aca781ca07d397457::pitch_up_56,img_1fb3a72aca781ca07d397457,right,pitch_up_56,0,0,1085,1085,6,14.746854782104492,0.4484651859246319,0.026850950405020935,False,1177225,1135116,52091,986500,159564,826936,0.837987640425577,0.869074173917027,0.13554248338253094,0.1405706553339042,0.8382524075012671,0.5906082108464268,582635,0.5906082108464268,114882,0.11645413076533198,129419,0.13119006588950835,,,,,,,,,,,,,,,,,,
indoor_door_leaf_Tile_1,Tile_1,img_1fb3a72aca781ca07d397457::yaw_minus_35,img_1fb3a72aca781ca07d397457,right,yaw_minus_35,0,0,915,1382,6,7.095901012420654,0.5185616448400768,0.23874768673465369,True,1264530,1222937,340945,1208629,113590,1095039,0.9557930614536626,0.9883002967446401,0.0898278411741912,0.09288295308752617,0.9060174793092007,0.6763299573318198,817432,0.6763299573318198,221984,0.18366595539243225,55623,0.04602156658494873,86700,86700,36784,86700,1533,85167,1.0,1.0,0.017681660899653978,0.017681660899653978,0.982318339100346,0.5560438292964245,48209,0.5560438292964245,33509,0.3864936562860438,3449,0.03978085351787774
indoor_door_leaf_Tile_1,Tile_1,img_26e10d650ada982eed86237e::pitch_down_56,img_26e10d650ada982eed86237e,right,pitch_down_56,0,0,2912,1456,6,1.9650468826293945,1.0,0.0,False,4239872,4087900,16666,1917276,1917276,0,0.4522013872116894,0.46901245138090464,0.4522013872116894,0.46901245138090464,0.0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,
indoor_door_leaf_Tile_1,Tile_1,img_26e10d650ada982eed86237e::pitch_up_56,img_26e10d650ada982eed86237e,right,pitch_up_56,0,0,2898,1456,6,4.655230522155762,0.40712111354204944,0.07241075378950192,True,4219488,4087900,296639,3843269,502581,3340688,0.9108377604107418,0.9401572934758679,0.11910947489363638,0.12294356515570341,0.8692308552953228,0.733469085822512,2818919,0.733469085822512,235586,0.061298337430973474,286183,0.0744634320418373,852396,852396,87582,852370,134374,717996,0.9999694977451795,0.9999694977451795,0.15764269189437774,0.15764269189437774,0.8423524995013902,0.6351971561645764,541423,0.6351971561645764,115625,0.1356511843448268,60948,0.07150415899198705
indoor_door_leaf_Tile_1,Tile_1,img_26e10d650ada982eed86237e::yaw_minus_35,img_26e10d650ada982eed86237e,right,yaw_minus_35,157,0,1299,2912,6,4.912454128265381,0.4308920275621239,0.2995922635833803,True,3782688,3679294,481095,3231672,1707135,1524537,0.8543321574499404,0.8783402467973476,0.4513020899423902,0.46398439483226944,0.47174867994029096,0.37777720016140254,1220852,0.37777720016140254,213129,0.06595007166568885,90556,0.028021408113199607,252300,252300,65954,252300,22050,230250,1.0,1.0,0.08739595719381689,0.08739595719381689,0.9126040428061831,0.747970669837495,188713,0.747970669837495,28343,0.11233848592944908,13194,0.052294887039239
indoor_door_leaf_Tile_1,Tile_1,img_26e10d650ada982eed86237e::yaw_plus_35,img_26e10d650ada982eed86237e,right,yaw_plus_35,0,0,1456,2912,6,6.956271171569824,0.5342627812265233,0.24812942357171505,False,4239872,4087900,632275,3671434,1437779,2233655,0.865930386577708,0.898122263264757,0.3391090580092984,0.3517157953961692,0.608387621839314,0.44176989154646384,1621929,0.44176989154646384,413008,0.1124922850308626,198718,0.05412544526198755,,,,,,,,,,,,,,,,,,
indoor_door_leaf_Tile_1,Tile_1,img_28ae3ec748a5e0d8c78031df::pitch_up_56,img_28ae3ec748a5e0d8c78031df,right,pitch_up_56,0,133,1827,1323,6,20.539310455322266,0.4711752383117621,0.026061049834770426,False,2417121,2360387,123158,2023174,356810,1666364,0.8370180888751535,0.857136562775511,0.14761776510154023,0.15116588932238653,0.8236385006924762,0.5721168816918367,1157492,0.5721168816918367,254652,0.12586757243815905,254220,0.12565404656248053,,,,,,,,,,,,,,,,,,
indoor_door_leaf_Tile_1,Tile_1,img_28ae3ec748a5e0d8c78031df::yaw_minus_35,img_28ae3ec748a5e0d8c78031df,right,yaw_minus_35,226,0,1230,1471,6,6.794406890869141,0.4509775819286387,0.32516563300683843,True,1809330,1759109,467480,1721500,159517,1561983,0.9514571692283884,0.9786204265909617,0.08816357436178032,0.09068056612751114,0.9073383677025849,0.6972210281731048,1200266,0.6972210281731048,259663,0.150835318036596,102054,0.05928202149288411,63888,63888,29560,63888,4878,59010,1.0,1.0,0.07635236664162284,0.07635236664162284,0.9236476333583772,0.36775294264963687,23495,0.36775294264963687,29866,0.46747433007763584,5649,0.08842036063110444
indoor_door_leaf_Tile_1,Tile_1,img_2b4f13c695909781ea9270a7::pitch_up_56,img_2b4f13c695909781ea9270a7,left,pitch_up_56,2264,826,648,630,6,6.315662384033203,0.2437192118226601,0.026051345384216565,False,408240,382295,40600,382291,119,382172,0.9364368998628257,0.9999895368759727,0.0002914951989026063,0.000311277939810879,0.9996887188032153,0.9603051078890165,367116,0.9603051078890165,13709,0.03586011703126676,1347,0.003523493882932112,,,,,,,,,,,,,,,,,,
indoor_door_leaf_Tile_1,Tile_1,img_2b4f13c695909781ea9270a7::yaw_plus_35,img_2b4f13c695909781ea9270a7,left,yaw_plus_35,449,72,1007,1259,6,6.253204822540283,0.4412272607774507,0.38500827794770676,True,1267813,1251612,387986,1249656,90308,1159348,0.9856784872847967,0.9984372153670626,0.07123132512444659,0.07215335103850075,0.9277337123176298,0.7759423393317841,969661,0.7759423393317841,150890,0.12074522908704476,38797,0.03104614389880095,108671,108671,37971,108671,1624,107047,1.0,1.0,0.014944189342142799,0.014944189342142799,0.9850558106578572,0.5394539481554417,58623,0.5394539481554417,43236,0.397861434973452,5188,0.04774042752896357
indoor_door_leaf_Tile_1,Tile_1,img_552ccaef249d70922a2b9ae7::pitch_up_56,img_552ccaef249d70922a2b9ae7,right,pitch_up_56,0,0,2912,1456,6,17.755327224731445,0.6286715861252061,0.02060193832506406,True,4239872,4087900,187419,3211310,866399,2344911,0.7574072990882743,0.7855647153795348,0.2043455557148895,0.21194231757136917,0.7302038731857092,0.4263870507674438,1369261,0.4263870507674438,536139,0.16695336171219846,439511,0.136863460706067,94710,89122,8673,89122,8661,80461,0.9409988385598141,1.0,0.09144757681343048,0.09718139180000449,0.9028186081999955,0.13815892821076725,12313,0.13815892821076725,55650,0.6244249455802159,12498,0.14023473440901235
indoor_door_leaf_Tile_1,Tile_1,img_552ccaef249d70922a2b9ae7::yaw_minus_35,img_552ccaef249d70922a2b9ae7,right,yaw_minus_35,293,341,1163,1279,6,6.162937164306641,0.614665669489514,0.27917337134988307,True,1487477,1472129,446594,1440882,359086,1081796,0.9686751459014156,0.9787742786128117,0.24140608560670182,0.24392291708131555,0.7507873649611835,0.5422657788771045,781341,0.5422657788771045,228891,0.15885478477765702,71564,0.04966680130642204,72828,72828,33421,72828,487,72341,1.0,1.0,0.006686988520898556,0.006686988520898556,0.9933130114791014,0.7117866754544955,51838,0.7117866754544955,18900,0.25951557093425603,1603,0.022010765090349865
indoor_door_leaf_Tile_1,Tile_1,img_552ccaef249d70922a2b9ae7::yaw_plus_35,img_552ccaef249d70922a2b9ae7,right,yaw_plus_35,0,17,1402,1990,6,14.552313804626465,0.5942652059882795,0.12489086323659314,False,2789980,2707942,398445,2394152,632620,1761532,0.8581251478505222,0.8841223334916332,0.2267471451408254,0.23361652502158467,0.7357644794482556,0.45272647684858774,1083896,0.45272647684858774,434944,0.18166933427785706,242692,0.10136866832181081,,,,,,,,,,,,,,,,,,
indoor_door_leaf_Tile_1,Tile_1,img_5550c6ee126a8a927e97dac2::pitch_up_56,img_5550c6ee126a8a927e97dac2,right,pitch_up_56,0,283,1742,1173,6,20.537410736083984,0.4719958333735207,0.023688586743676396,False,2043366,1991261,103681,1741484,277180,1464304,0.8522623945000553,0.8745634047972617,0.13564872861738916,0.1391982266513531,0.8408368954294154,0.5850849045986067,1018916,0.5850849045986067,224276,0.12878441604975985,221112,0.1269675747810488,,,,,,,,,,,,,,,,,,
indoor_door_leaf_Tile_1,Tile_1,img_5550c6ee126a8a927e97dac2::yaw_minus_35,img_5550c6ee126a8a927e97dac2,right,yaw_minus_35,154,0,1302,1490,6,6.933998107910156,0.43400805173308643,0.32001418748738003,True,1939980,1887803,499023,1849751,176318,1673433,0.9534897266982134,0.9798432357613586,0.09088650398457716,0.09339851668844683,0.9046801434355218,0.6952654708660787,1286068,0.6952654708660787,284291,0.15369149685552272,103074,0.055723175713920416,61805,61805,30372,61805,6142,55663,1.0,1.0,0.09937707305234204,0.09937707305234204,0.900622926947658,0.40446565811827523,24998,0.40446565811827523,25450,0.4117789822829868,5215,0.08437828654639593
indoor_door_leaf_Tile_1,Tile_1,img_595254c320c27cdb74e35158::pitch_down_56,img_595254c320c27cdb74e35158,right,pitch_down_56,0,0,2912,1456,6,1.6768394708633423,0.9024172729406242,0.0017692478320112386,False,4239872,4087900,21305,2032004,1596637,435367,0.4792606946624804,0.4970777171652927,0.3765766985418428,0.39057633503754985,0.21425499162403225,0.06603382670506554,134181,0.06603382670506554,98904,0.04867313253320368,202282,0.09954803238576301,,,,,,,,,,,,,,,,,,
indoor_door_leaf_Tile_1,Tile_1,img_595254c320c27cdb74e35158::pitch_up_56,img_595254c320c27cdb74e35158,right,pitch_up_56,0,0,2912,1456,6,3.2051429748535156,0.40732493965870115,0.050850879417297136,True,4239872,4087900,283388,4050750,601001,3449749,0.9553944081330757,0.9909122043102816,0.14174979810711266,0.14701949656302746,0.8516321668826761,0.7169445164475714,2904163,0.7169445164475714,276481,0.06825427389989508,269105,0.06643337653520953,525797,504104,28157,501082,8226,492856,0.9529951673364435,0.9940052052751019,0.015644821100158426,0.016318061352419342,0.9835835252513561,0.9212963147748273,461645,0.9212963147748273,14869,0.029673785927253424,16342,0.03261342454927537
indoor_door_leaf_Tile_1,Tile_1,img_595254c320c27cdb74e35158::yaw_minus_35,img_595254c320c27cdb74e35158,right,yaw_minus_35,0,0,1456,2785,6,4.396757125854492,0.3042559587418918,0.34955269665872263,False,4054960,3946310,575499,3364440,1260745,2103695,0.8297097875194823,0.8525533979844462,0.31091428768717816,0.3194743950677975,0.6252734481815696,0.5040321717730142,1695786,0.5040321717730142,239274,0.07111852195313335,168635,0.050122754455422004,,,,,,,,,,,,,,,,,,
indoor_door_leaf_Tile_1,Tile_1,img_595254c320c27cdb74e35158::yaw_plus_35,img_595254c320c27cdb74e35158,right,yaw_plus_35,0,0,1456,2912,6,4.321096420288086,0.2606357083308042,0.47972188166056406,True,4239872,4087900,807257,3862642,829884,3032758,0.9110279744294167,0.944896401575381,0.19573326741939379,0.20300985836248442,0.7851511996193279,0.70266827730864,2714156,0.70266827730864,173740,0.044979576155387946,144862,0.03750334615529992,1485900,1485900,408564,1482736,33845,1448891,0.9978706507840366,0.9978706507840366,0.022777441281378288,0.022777441281378288,0.9771739540956718,0.9489700121936744,1407072,0.9489700121936744,11917,0.008037169125184793,29902,0.020166772776812596
indoor_door_leaf_Tile_1,Tile_1,img_5e8f6477648ca5ac8d8ba881::pitch_up_56,img_5e8f6477648ca5ac8d8ba881,right,pitch_up_56,0,236,1950,1220,6,21.762714385986328,0.5135215964909101,0.020805096459585688,False,2379000,2323271,110342,1886071,392851,1493220,0.7927999159310635,0.811817045880571,0.16513282891971418,0.16909391973644056,0.7917093258949425,0.510953723375207,963695,0.510953723375207,274487,0.14553375774294816,255038,0.1352218447767873,,,,,,,,,,,,,,,,,,
indoor_door_leaf_Tile_1,Tile_1,img_5e8f6477648ca5ac8d8ba881::yaw_minus_35,img_5e8f6477648ca5ac8d8ba881,right,yaw_minus_35,338,168,1118,1364,6,6.735621929168701,0.4676135171062758,0.3389475456438051,True,1524952,1508424,428790,1474933,137023,1337910,0.9671996233324065,0.9777973567113756,0.08985397573169517,0.0908385175520941,0.9070988309299474,0.6985964786197068,1030383,0.6985964786197068,221857,0.15041835798643058,85670,0.058083994323809965,60742,60742,27969,60742,3030,57712,1.0,1.0,0.04988311217938165,0.04988311217938165,0.9501168878206183,0.3565243159593033,21656,0.3565243159593033,30922,0.5090711534029173,5134,0.08452141845839782
indoor_door_leaf_Tile_1,Tile_1,img_5e8f6477648ca5ac8d8ba881::yaw_plus_35,img_5e8f6477648ca5ac8d8ba881,right,yaw_plus_35,0,0,460,1027,6,14.50830078125,0.5247599469150902,0.09779074887804147,False,472420,446007,38429,387076,50541,336535,0.8193471910588036,0.8678697867970682,0.10698319292155285,0.11331884925572917,0.8694287426758569,0.5697149913712036,220523,0.5697149913712036,72085,0.18622957765400078,43927,0.11348417365065258,,,,,,,,,,,,,,,,,,
indoor_door_leaf_Tile_1,Tile_1,img_6f0133802dcbba5715db2a6b::pitch_up_56,img_6f0133802dcbba5715db2a6b,right,pitch_up_56,0,181,2370,1275,6,23.63802719116211,0.5698292252325661,0.021750206692096534,False,3021750,2959661,117816,2201706,562580,1639126,0.7286195085629188,0.7439047917987904,0.18617688425581203,0.19008258040363407,0.7444799623564636,0.44681533320070893,983756,0.44681533320070893,340588,0.1546927700610345,314782,0.14297185909472018,,,,,,,,,,,,,,,,,,
indoor_door_leaf_Tile_1,Tile_1,img_6f0133802dcbba5715db2a6b::yaw_minus_35,img_6f0133802dcbba5715db2a6b,right,yaw_minus_35,486,494,970,1020,6,6.5507917404174805,0.49217865899660507,0.3772846306029359,True,989400,977160,339328,976922,72000,904922,0.9873883161512027,0.9997564370215727,0.07277137659187387,0.07368291784354661,0.9262991313533732,0.7363310479239898,719338,0.7363310479239898,149083,0.15260481389507044,36501,0.03736326953431287,75589,75589,28323,75589,3037,72552,1.0,1.0,0.04017780364867904,0.04017780364867904,0.9598221963513209,0.44837211763616397,33892,0.44837211763616397,31847,0.4213179166280808,6813,0.09013216208707617
indoor_door_leaf_Tile_1,Tile_1,img_6f0133802dcbba5715db2a6b::yaw_plus_35,img_6f0133802dcbba5715db2a6b,right,yaw_plus_35,0,0,752,1233,6,14.115751266479492,0.5403739449828071,0.11950022979169116,False,927216,891323,102368,775479,109860,665619,0.8363520474193715,0.870031402757474,0.11848371900398613,0.12325498163965251,0.8583327208086873,0.5585953971674281,433179,0.5585953971674281,138002,0.17795710780046914,94438,0.12178021584079002,,,,,,,,,,,,,,,,,,
indoor_door_leaf_Tile_1,Tile_1,img_72d329aaeffd9ca5bb751d0f::pitch_up_56,img_72d329aaeffd9ca5bb751d0f,right,pitch_up_56,0,22,2912,1434,6,18.471837997436523,0.6246574688214539,0.017829691196726255,True,4175808,4062048,167503,3066360,824024,2242336,0.734315370821647,0.754880296835488,0.1973328275629531,0.2028592473550288,0.7312696487040008,0.4267166934084713,1308467,0.4267166934084713,517761,0.16885199389504169,416108,0.13570096140048787,35462,30083,2728,30083,4614,25469,0.8483165078111782,1.0,0.1301111048446224,0.15337566067214042,0.8466243393278596,0.08190672472825183,2464,0.08190672472825183,16632,0.5528703919156999,6373,0.21184722268390785
indoor_door_leaf_Tile_1,Tile_1,img_72d329aaeffd9ca5bb751d0f::yaw_minus_35,img_72d329aaeffd9ca5bb751d0f,right,yaw_minus_35,201,312,1255,1344,6,6.1646728515625,0.46615045168810626,0.35077144651746067,True,1686720,1670592,480420,1607893,341283,1266610,0.9532661022576361,0.9624689930276213,0.2023353016505407,0.20428865934950005,0.787745204438355,0.615851925470165,990224,0.615851925470165,221886,0.13799798867213178,54500,0.033895290296058256,83980,83980,39899,83980,314,83666,1.0,1.0,0.003738985472731603,0.003738985472731603,0.9962610145272685,0.8468563943796142,71119,0.8468563943796142,11591,0.13802095737080258,956,0.011383662776851631
indoor_door_leaf_Tile_1,Tile_1,img_72d329aaeffd9ca5bb751d0f::yaw_plus_35,img_72d329aaeffd9ca5bb751d0f,right,yaw_plus_35,0,0,1456,1913,6,15.89003849029541,0.5972779673110798,0.12277502785768504,False,2785328,2649716,358776,2242296,528530,1713766,0.8050384012224054,0.8462401253568307,0.1897550306463009,0.19946665982316594,0.764290709165962,0.47903800390314216,1074145,0.47903800390314216,389658,0.17377634353359236,249963,0.11147636172922754,,,,,,,,,,,,,,,,,,
indoor_door_leaf_Tile_1,Tile_1,img_753e568dd0cb0b359ee23e57::pitch_up_56,img_753e568dd0cb0b359ee23e57,left,pitch_up_56,2163,0,749,1456,6,13.050549507141113,0.32241073752308247,0.03265663597574669,False,1090544,1031526,80689,1003901,54428,949473,0.9205506609545328,0.973219288704308,0.04990903622412301,0.05276454495572579,0.9457834985720703,0.8216328104066039,824838,0.8216328104066039,56631,0.056410940919473136,68004,0.06773974724599338,,,,,,,,,,,,,,,,,,
indoor_door_leaf_Tile_1,Tile_1,img_753e568dd0cb0b359ee23e57::yaw_plus_35,img_753e568dd0cb0b359ee23e57,left,yaw_plus_35,360,44,1096,1302,6,6.337705135345459,0.45850754866428245,0.35370989583459805,True,1426992,1409431,416630,1403858,121832,1282026,0.9837882763182975,0.9960459220777746,0.08537679258187852,0.08644055650826468,0.9132162939556565,0.7354312188269754,1032441,0.7354312188269754,193280,0.1376777423357633,56305,0.0401073327929178,101036,101036,39072,101036,1742,99294,1.0,1.0,0.017241379310344827,0.017241379310344827,0.9827586206896551,0.5357793261807673,54133,0.5357793261807673,40382,0.3996793222217823,4779,0.047299972287105585
indoor_door_leaf_Tile_1,Tile_1,img_7c4bd9a8b55c8f86fa134466::pitch_down_56,img_7c4bd9a8b55c8f86fa134466,right,pitch_down_56,327,0,2585,1456,6,1.9037022590637207,0.9148018225071569,0.0013829565343562676,False,3763760,3660678,24801,2187126,1742491,444635,0.5811013454630476,0.597464731943099,0.46296549195485365,0.47600225969069115,0.20329647217398542,0.06127493340575715,134016,0.06127493340575715,104478,0.04776953865483744,206141,0.09425200011339081,,,,,,,,,,,,,,,,,,
